study_id,ref,BNF_or_Denit,data_type,number_sites,latitude_decimal,longitude_decimal,biome_manuscript,Biome_rough,Extracted_Terraclimate_ppt_2000_2020,Extracted_Terraclimate_mat_2000_2020,Extracted_Terraclimate_aet_2000_2020,Extracted_SoilGrids_pH,Extracted_SoilGrids_organiccarbon,Extracted_SoilGrids_nitrogen,Extracted_soil_total_phosphorus,Extracted_FluxCom_NEE_2001_2015,Extracted_FluxCom_GPP_2001_2015,Extracted_NPP_MODIS,Extracted_N_Dep,Extracted_DtB,Extracted_Elevation,Extracted_Roughness,Extracted_Slope,Extracted_Seasonality,Extracted_modelBNF,Extracted_modelNloss
190,"Garcia-Montiel, D., P. Steudler, M. Piccolo, C. Neill, J. Melillo, and C. Cerri. 2003. Nitrogen oxide emissions following wetting of dry soils in forest and pastures in Rondonia, Brazil. BIOGEOCHEMISTRY 64:319–336.",Denitrification,field flux,1,-10.5,-62.5,evergreen broadleaf tropical forest,EBF,2060.695313,25.28527832,948.2571411,46,260,209,279.5707092,-1.05326128,5.229285717,0.898699999,619.5499878,2233,180.5,36,3.258407593,70.30213928,13.84524727,8.724762917
191,"Hall, S., and P. Matson. 1999. Nitrogen oxide emissions after nitrogen additions in tropical forests. NATURE 400:152–155.",Denitrification,field flux,1,22.14,-159.64,evergreen broadleaf tropical forest,EBF,997.9476318,17.61688614,627.4714355,55,691,590,,-1.109730959,5.76067543,2.203799963,65.30000305,1205,1157,80,5.79349041,69.28031158,,
191,"Hall, S., and P. Matson. 1999. Nitrogen oxide emissions after nitrogen additions in tropical forests. NATURE 400:152–155.",Denitrification,field flux,1,19.5,-155.47,evergreen broadleaf tropical forest,EBF,742.352356,8.175376892,572.4714355,64,580,420,645.1414185,,,,57.52999878,5236,2831,61.5,5.378846645,33.72851944,,
192,"Raposo, E., L. Brito, E. Janusckiewicz, L. Oliveira, J. Versuti, F. Assumpcao, A. Cardoso, D. Siniscalchi, L. Delevatti, E. Malheiros, R. Reis, and A. Ruggieri. 2020. Greenhouse gases emissions from tropical grasslands affected by nitrogen fertilizer management. AGRONOMY JOURNAL 112:4666–4680.",Denitrification,field flux,1,-21.25,-48.3,grassland tropical C4,Grassland,1362.781006,22.33690453,885.5428467,54,258,161,528.914856,-0.730225205,3.991136789,,1315.540039,1743,619,25,2.520481586,78.91164398,14.12319469,9.835753441
193,"Jauhiainen, J., O. Kerojoki, H. Silvennoinen, S. Limin, and H. Vasander. 2014. Heterotrophic respiration in drained tropical peat is greatly affected by temperature-a passive ecosystem cooling experiment. ENVIRONMENTAL RESEARCH LETTERS 9.",Denitrification,field flux,1,-2.32,114.02,wetland,Permanent Wetlands,2448.076172,27.8915863,1221.30957,52,2885,443,894.4091187,-0.992860615,6.362092972,1.149999976,904.0300293,2133,10,1,0.092667878,33.03031921,,
194,"Soosaar, K., T. Schindler, K. Machacova, J. Paern, L. Fachin-Malaverri, J. Rengifo-Marin, W. Alegria-Munoz, J. Jibaja-Aspajo, R. Negron-Juarez, R. Zarate-Gomez, D. Garay-Dinis, A. Arista-Oversluijs, R. Tello-Espinoza, T. Pacheco-Gomez, and U. Mander. 2022. High Methane Emission From Palm Stems and Nitrous Oxide Emission From the Soil in a Peruvian Amazon Peat Swamp Forest. FRONTIERS IN FORESTS AND GLOBAL CHANGE 5.",Denitrification,field flux,1,-3.83,-73.32,wetland,Permanent Wetlands,3085.904785,26.39222336,961.1333618,47,562,294,453.0597839,-0.888192713,6.566898823,,333.2999878,1909,99,11,0.734745264,22.03036118,3.90568471,4.07945919
195,"Abed, R., P. Lam, D. de Beer, and P. Stief. 2013. High rates of denitrification and nitrous oxide emission in arid biological soil crusts from the Sultanate of Oman. ISME JOURNAL 7:1862–1875.",Denitrification,lab flux,1,23.08,58.15,barren,Barren,117.0761948,26.78464127,110.6523819,81,90,102,506.1676941,,,,,2600,679.5,29,2.018764734,58.13475037,,
196,"Liengaard, L., V. Figueiredo, R. Markfoged, N. Revsbech, L. Nielsen, A. Prast, and M. Kuhl. 2014. Hot moments of N2O transformation and emission in tropical soils from the Pantanal and the Amazon (Brazil). SOIL BIOLOGY & BIOCHEMISTRY 75:26–36.",Denitrification,lab flux,1,-3.25,-58.65,wetland,Permanent Wetlands,2162.428467,27.87253952,1060.814331,43,369,272,478.9507141,-0.946726441,6.552398682,0.905200005,287.1000061,2953,11,12.5,1.3006078,53.5478096,2.545746088,2.382516146
196,"Liengaard, L., V. Figueiredo, R. Markfoged, N. Revsbech, L. Nielsen, A. Prast, and M. Kuhl. 2014. Hot moments of N2O transformation and emission in tropical soils from the Pantanal and the Amazon (Brazil). SOIL BIOLOGY & BIOCHEMISTRY 75:26–36.",Denitrification,lab flux,1,-2.43,-60.87,wetland,Permanent Wetlands,2352.581055,27.33787727,1075.233276,42,306,219,324.2612,-1.395295739,7.036536217,1.009899974,287.1000061,1491,36.5,20.5,1.004249811,40.96883011,2.617527246,2.556052685
196,"Liengaard, L., V. Figueiredo, R. Markfoged, N. Revsbech, L. Nielsen, A. Prast, and M. Kuhl. 2014. Hot moments of N2O transformation and emission in tropical soils from the Pantanal and the Amazon (Brazil). SOIL BIOLOGY & BIOCHEMISTRY 75:26–36.",Denitrification,lab flux,1,-3.27,-64.62,wetland,Permanent Wetlands,2673.785645,27.59244156,1081.404785,39,453,251,477.5502319,-1.352146149,7.595140934,1.017699957,100.4899979,,43,21,1.008087635,27.1719017,2.98834157,3.032741308
196,"Liengaard, L., V. Figueiredo, R. Markfoged, N. Revsbech, L. Nielsen, A. Prast, and M. Kuhl. 2014. Hot moments of N2O transformation and emission in tropical soils from the Pantanal and the Amazon (Brazil). SOIL BIOLOGY & BIOCHEMISTRY 75:26–36.",Denitrification,lab flux,1,-3.51,-54.42,wetland,Permanent Wetlands,1788.366699,26.67740059,1006.861877,42,352,252,294.2578735,-1.199734092,6.799830914,1.265499949,576.25,3124,110,31,2.386706829,64.88723755,3.51350832,3.197499752
196,"Liengaard, L., V. Figueiredo, R. Markfoged, N. Revsbech, L. Nielsen, A. Prast, and M. Kuhl. 2014. Hot moments of N2O transformation and emission in tropical soils from the Pantanal and the Amazon (Brazil). SOIL BIOLOGY & BIOCHEMISTRY 75:26–36.",Denitrification,lab flux,1,-19.01,-57.56,wetland,Permanent Wetlands,930.8857422,26.46561432,874.2523804,64,236,219,456.8619385,-1.156361938,5.521734238,,696.2199707,,86.5,5,0.430897862,63.18510818,7.548666954,3.221273899
196,"Liengaard, L., V. Figueiredo, R. Markfoged, N. Revsbech, L. Nielsen, A. Prast, and M. Kuhl. 2014. Hot moments of N2O transformation and emission in tropical soils from the Pantanal and the Amazon (Brazil). SOIL BIOLOGY & BIOCHEMISTRY 75:26–36.",Denitrification,lab flux,1,-3.3,-64.62,wetland,Permanent Wetlands,2617.595215,27.62686539,1083.971436,,,,477.5502319,-1.352146149,7.595140934,,100.4899979,,24,0,0,27.52556229,2.98834157,3.032741308
196,"Liengaard, L., V. Figueiredo, R. Markfoged, N. Revsbech, L. Nielsen, A. Prast, and M. Kuhl. 2014. Hot moments of N2O transformation and emission in tropical soils from the Pantanal and the Amazon (Brazil). SOIL BIOLOGY & BIOCHEMISTRY 75:26–36.",Denitrification,lab flux,1,-3.23,-59.99,wetland,Permanent Wetlands,2181.276123,27.65670776,1039.485718,,,,471.989502,,,,287.1000061,,19,11.5,0.803686738,52.11966324,3.062308788,2.716034174
197,"Vernimmen, R., H. Verhoet, J. Verstraten, L. Bruijnzeel, N. Kiomp, H. Zoomer, and P. Wartenbergh. 2007. Nitrogen mineralization, nitrification and denitrification potential in contrasting lowland rain forest types in Central Kalimantan, Indonesia. SOIL BIOLOGY & BIOCHEMISTRY 39:2992–3003.",Denitrification,lab flux,3,0.06,114,evergreen broadleaf tropical forests,EBF,4117.852539,25.71609116,1197.085693,47,1000,487,343.0950928,-1.109207153,7.160614491,1.252099991,675.0900269,181,553,176,16.98768997,20.63592911,6.277746201,9.097210884
198,"Ngugi, D., R. Ji, and A. Brune. 2011. Nitrogen mineralization, denitrification, and nitrate ammonification by soil-feeding termites: a N-15-based approach. BIOGEOCHEMISTRY 103:355–369.",Denitrification,lab flux,1,0.5,35.3,open shrubland*,Savannas,1109.138062,17.67420578,936.9285889,60,336,319,636.9243164,-0.711928427,2.692970276,1.154800057,1442.47998,7125,2115.5,20.5,2.068171024,53.16001892,,
199,"Riley, R., and P. Vitousek. 2000. Hurricane effects on nitrogen trace gas emissions in Hawaiian montane rain forest. BIOTROPICA 32:751â€“756.",Denitrification,field flux,1,22.139443,-159.639329,evergreen broadleaf tropical forest,EBF,997.9476318,17.61688614,627.4714355,55,691,590,,-1.109730959,5.76067543,2.203799963,65.30000305,1241,1157,80,5.79349041,69.28031158,,
200,"Kreibich, H., and J. Kern. 2003. Nitrogen fixation and denitrification in a floodplain forest near Manaus, Brazil. HYDROLOGICAL PROCESSES 17:1431–1441.",Denitrification,field flux*,1,-5.25,-59.97,evergreen broadleaf tropical forest,EBF,2342.48584,27.90795708,1058.538086,40,365,238,403.7874451,-1.479818702,6.77964592,1.038800001,302.3399963,2025,28.5,26.5,2.423826218,46.95103455,2.854220867,2.77935338
201,"Rivero-Villar, A., G. Ruiz-Suarez, P. Templer, V. Souza, and J. Campo. 2021. Nitrogen cycling in tropical dry forests is sensitive to changes in rainfall regime and nitrogen deposition. BIOGEOCHEMISTRY 153:283–302.",Denitrification,field flux (lysimeter),1,21.22,-89.53,deciduous broadleaf tropical forests,DBF,815.2476196,26.70093155,763.5856934,78,780,570,1374.705933,-1.161300898,4.513092995,0.520799995,658.1199951,125,8,4,0.256813377,61.61024475,,
201,"Rivero-Villar, A., G. Ruiz-Suarez, P. Templer, V. Souza, and J. Campo. 2021. Nitrogen cycling in tropical dry forests is sensitive to changes in rainfall regime and nitrogen deposition. BIOGEOCHEMISTRY 153:283–302.",Denitrification,field flux (lysimeter),1,20.8,-89.43,deciduous broadleaf tropical forests,DBF,1065.947632,26.46097183,946.7999878,75,693,591,993.5355225,-1.785569906,5.785186291,0.59799999,658.1199951,0,15,3,0.18825376,72.49177551,,
202,"Vasconcelos, S., D. Zarin, M. Capanu, R. Littell, E. Davidson, F. Ishida, E. Santos, M. Araujo, D. Aragao, L. Rangel-Vasconcelos, F. Oliveira, W. McDowell, and C. de Carvalho. 2004. Moisture and substrate availability constrain soil trace gas fluxes in an eastern Amazonian regrowth forest. GLOBAL BIOGEOCHEMICAL CYCLES 18.",Denitrification,field flux,1,-1.32,-47.95,evergreen broadleaf tropical forest,EBF,2969.395264,26.75250053,1175.990479,47,371,280,466.5096741,-0.726746559,5.472150803,0.746299982,1255.550049,7851,38,8,0.54695195,70.41719055,4.918058872,5.690590858
203,"Soper, F., P. Taylor, W. Wieder, S. Weintraub, C. Cleveland, S. Porder, and A. Townsend. 2018. Modest Gaseous Nitrogen Losses Point to Conservative Nitrogen Cycling in a Lowland Tropical Forest Watershed. ECOSYSTEMS 21:901–912.",Denitrification,inferred (15N incubations),1,8.716667,-83.616667,evergreen broadleaf tropical forest,EBF,2831.304688,25.89492035,1297.676147,54,355,492,,-1.333097339,7.335071087,1.056699991,211.9799957,7927,53.5,73.5,7.022987366,67.90673065,,
204,"Zhou, W., D. Xi, Y. Fang, A. Wang, L. Sha, Q. Song, Y. Liu, L. Zhou, R. Zhou, Y. Lin, J. Gao, D. Balasubramanian, L. Lin, H. Chen, Y. Deng, W. Zhang, and Y. Zhang. 2021. Microbial processes responsible for soil N2O production in a tropical rainforest, illustrated using an in situ N-15 labeling approach. CATENA 202.",Denitrification,field flux,1,21.93,101.25,evergreen broadleaf tropical forest,EBF,1637.909546,23.18870926,1103.276245,59,257,262,362.3119507,-1.59642458,6.355738163,1.25,1630.800049,3174,552,16,1.320315242,76.21311951,5.458588123,5.898022652
205,"Erickson, H., and G. Ayala. 2004. Hurricane-induced nitrous oxide fluxes from a wet tropical forest. GLOBAL CHANGE BIOLOGY 10:1155–1162.",Denitrification,field flux,1,18.3,-65.83,evergreen broadleaf tropical forest,EBF,2363.276123,22.05672455,1278.742798,47,955,619,469.2328796,-1.317179084,7.512785912,1.638200045,214.8999939,1140,649,136,11.99687386,27.56150055,,
206,"Fang, Y., K. Koba, A. Makabe, C. Takahashi, W. Zhu, T. Hayashi, A. Hokari, R. Urakawa, E. Bai, B. Houlton, D. Xi, S. Zhang, K. Matsushita, Y. Tu, D. Liu, F. Zhu, Z. Wang, G. Zhou, D. Chen, T. Makita, H. Toda, X. Liu, Q. Chen, D. Zhang, Y. Li, and M. Yoh. 2015. Microbial denitrification dominates nitrate losses from forest ecosystems. PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA 112:1470–1474.",Denitrification,inferred (isotope method),1,23.17,112.54,evergreen broadleaf tropical forest,EBF,1806.004761,20.98587227,1014.723816,49,468,345,568.663208,-0.953837276,5.60710001,1.270900011,,204,326,152,12.99755001,66.74044037,4.595430374,5.257109165
206,"Fang, Y., K. Koba, A. Makabe, C. Takahashi, W. Zhu, T. Hayashi, A. Hokari, R. Urakawa, E. Bai, B. Houlton, D. Xi, S. Zhang, K. Matsushita, Y. Tu, D. Liu, F. Zhu, Z. Wang, G. Zhou, D. Chen, T. Makita, H. Toda, X. Liu, Q. Chen, D. Zhang, Y. Li, and M. Yoh. 2015. Microbial denitrification dominates nitrate losses from forest ecosystems. PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA 112:1470–1474.",Denitrification,inferred (isotope method),1,18.74,108.87,evergreen broadleaf tropical forest,EBF,1566.533325,21.65757942,1001.519043,53,513,292,422.5808411,-1.049892664,6.8834095,1.382699966,2710.689941,4138,964,103.5,10.03762627,76.72531891,,
