study_id,ref,BNF_or_Denit,data_type,number_sites,latitude_decimal,longitude_decimal,biome_manuscript,Biome_rough,Extracted_Terraclimate_ppt_2000_2020,Extracted_Terraclimate_mat_2000_2020,Extracted_Terraclimate_aet_2000_2020,Extracted_SoilGrids_pH,Extracted_SoilGrids_organiccarbon,Extracted_SoilGrids_nitrogen,Extracted_soil_total_phosphorus,Extracted_FluxCom_NEE_2001_2015,Extracted_FluxCom_GPP_2001_2015,Extracted_NPP_MODIS,Extracted_N_Dep,Extracted_DtB,Extracted_Elevation,Extracted_Roughness,Extracted_Slope,Extracted_Seasonality,Extracted_modelBNF,Extracted_modelNloss
108,"Ghehi, N., C. Werner, L. Ntaboba, J. Muhinda, E. Van Ranst, K. Butterbach-Bahl, R. Kiese, and P. Boeckx. 2012. Spatial variations of nitrogen trace gas emissions from tropical mountain forests in Nyungwe, Rwanda. BIOGEOSCIENCES 9:1451–1463.",Denitrification,lab flux,1,-2.82,29.48,evergreen broadleaf tropical forest,EBF,1510.452393,17.31551552,952.0856934,49,674,354,630.0304565,-0.425133467,3.037768602,0.936699987,880.4799805,4104,2270.5,147.5,12.97684574,55.73646545,9.50711441,8.671442986
108,"Ghehi, N., C. Werner, L. Ntaboba, J. Muhinda, E. Van Ranst, K. Butterbach-Bahl, R. Kiese, and P. Boeckx. 2012. Spatial variations of nitrogen trace gas emissions from tropical mountain forests in Nyungwe, Rwanda. BIOGEOSCIENCES 9:1451–1463.",Denitrification,lab flux,1,-2.6,29.48,evergreen broadleaf tropical forest,EBF,1454.814331,18.04533768,948.81427,49,608,313,630.0304565,-0.450500876,3.412932873,1.391100049,880.4799805,3429,2054.5,127,7.793270588,54.37733078,9.50711441,8.671442986
108,"Ghehi, N., C. Werner, L. Ntaboba, J. Muhinda, E. Van Ranst, K. Butterbach-Bahl, R. Kiese, and P. Boeckx. 2012. Spatial variations of nitrogen trace gas emissions from tropical mountain forests in Nyungwe, Rwanda. BIOGEOSCIENCES 9:1451–1463.",Denitrification,lab flux,2,-2.45,29.05,evergreen broadleaf tropical forest,EBF,1469.242798,19.09039688,987.4714355,52,497,343,585.907959,-1.452608109,6.162920475,1.471899986,880.4799805,943,1571.5,59,5.001209259,47.11406708,9.50711441,8.671442986
108,"Ghehi, N., C. Werner, L. Ntaboba, J. Muhinda, E. Van Ranst, K. Butterbach-Bahl, R. Kiese, and P. Boeckx. 2012. Spatial variations of nitrogen trace gas emissions from tropical mountain forests in Nyungwe, Rwanda. BIOGEOSCIENCES 9:1451–1463.",Denitrification,lab flux,3,-2.28,29.3,evergreen broadleaf tropical forest,EBF,1537.166626,16.78033829,936.3619385,49,716,462,585.907959,-0.969881237,4.845282078,1.930899978,880.4799805,3165,2318,182.5,15.76479721,48.34291077,9.50711441,8.671442986
109,"Courtois, E., C. Stahl, J. Van den Berge, L. Brechet, L. Van Langenhove, A. Richter, I. Urbina, J. Soong, J. Penuelas, and I. Janssens. 2018. Spatial Variation of Soil CO2, CH4 and N2O Fluxes Across Topographical Positions in Tropical Forests of the Guiana Shield. ECOSYSTEMS 21:1445–1458.",Denitrification,field flux,1,4.25,-52.92,evergreen broadleaf tropical forest,EBF,2919.414307,25.74347305,1250.447632,46,684,384,279.229187,-1.313264251,6.831963539,1.449200034,215.9299927,3423,120,36.5,2.04443264,49.29024506,3.517486095,3.619421721
109,"Courtois, E., C. Stahl, J. Van den Berge, L. Brechet, L. Van Langenhove, A. Richter, I. Urbina, J. Soong, J. Penuelas, and I. Janssens. 2018. Spatial Variation of Soil CO2, CH4 and N2O Fluxes Across Topographical Positions in Tropical Forests of the Guiana Shield. ECOSYSTEMS 21:1445–1458.",Denitrification,field flux,1,4.08,-52.67,evergreen broadleaf tropical forest,EBF,2991.061768,25.7253952,1248.338135,45,557,345,279.229187,-1.386909842,7.035896301,1.461799979,215.9299927,3459,183.5,87,7.494466782,52.71290207,,
110,"Arias-Navarro, C., E. Diaz-Pines, S. Klatt, P. Brandt, M. Rufino, K. Butterbach-Bahl, and L. Verchot. 2017. Spatial variability of soil N2O and CO2 fluxes in different topographic positions in a tropical montane forest in Kenya. JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES 122:514–527.",Denitrification,lab flux,1,-0.37,35.28,evergreen broadleaf tropical forest,EBF,1814.014282,18.49067497,1190.633301,54,512,388,640.6299438,-1.866158605,6.680109978,,1520.689941,6727,1974.5,44,4.221894264,38.12898636,,
111,"Fromin, N., N. Saby, R. Lensi, D. Brunet, B. Porte, A. Domenach, and J. Roggy. 2013. Spatial variability of soil microbial functioning in a tropical rainforest of French Guiana using nested sampling. GEODERMA 197:98–107.",Denitrification,microbial,1,5.28,-52.91,evergreen broadleaf tropical forest,EBF,2786.652344,25.97154617,1257.842896,46,652,428,520.2285156,-1.005432129,6.690838814,1.604300022,175.7799988,3340,56,15,1.205540299,51.9366684,,
112,"Liptzin, D., and W. Silver. 2015. Spatial patterns in oxygen and redox sensitive biogeochemistry in tropical forest soils. ECOSPHERE 6.",Denitrification,field flux,2,18.13,-65.83,evergreen broadleaf tropical forest,EBF,2294.204834,26.02714157,1452.718994,,,,469.2328796,-1.185874104,6.286314487,1.659999967,214.8999939,515,105.5,114.5,9.176836014,37.11591339,,
113,"Hergoualc’h, K., N. Dezzeo, L. Verchot, C. Martius, J. van Lent, J. del Aguila-Pasquel, and M. Gonzales. 2020. Spatial and temporal variability of soil N2O and CH(4)fluxes along a degradation gradient in a palm swamp peat forest in the Peruvian Amazon. GLOBAL CHANGE BIOLOGY 26:7198–7216.",Denitrification,field flux,3,-3.83,-73.31,wetland,Permanent Wetlands,3085.904785,26.39222336,961.1333618,46,555,265,453.0597839,-0.888192713,6.566898823,1.144000053,333.2999878,1617,98.5,7,0.489148915,22.26774597,3.90568471,4.07945919
115,"Tang, X., S. Liu, G. Zhou, D. Zhang, and C. Zhou. 2006. Soil-atmospheric exchange of CO2, CH4, and N2O in three subtropical forest ecosystems in southern China. GLOBAL CHANGE BIOLOGY 12:546–560.",Denitrification,field flux,1,23.19,112.56,evergreen broadleaf tropical forest,EBF,1743.009521,22.49127007,1039.523804,49,401,345,568.663208,-0.953837276,5.60710001,0.440899998,,3269,5,5.5,0.451294392,65.8800354,4.595430374,5.257109165
115,"Tang, X., S. Liu, G. Zhou, D. Zhang, and C. Zhou. 2006. Soil-atmospheric exchange of CO2, CH4, and N2O in three subtropical forest ecosystems in southern China. GLOBAL CHANGE BIOLOGY 12:546â€“560.",Denitrification,field flux,1,23.17375,112.536111,pine forest,EBF,1806.004761,20.98587227,1014.723816,50,459,383,568.663208,-0.953837276,5.60710001,1.274999976,,608,326,152,12.99755001,66.74044037,4.595430374,5.257109165
115,"Tang, X., S. Liu, G. Zhou, D. Zhang, and C. Zhou. 2006. Soil-atmospheric exchange of CO2, CH4, and N2O in three subtropical forest ecosystems in southern China. GLOBAL CHANGE BIOLOGY 12:546â€“560.",Denitrification,field flux,1,23.17375,112.536111,"conifer, and broadleaf mixed forest",EBF,1806.004761,20.98587227,1014.723816,50,459,383,568.663208,-0.953837276,5.60710001,1.274999976,,608,326,152,12.99755001,66.74044037,4.595430374,5.257109165
116,"Keller, M., R. Varner, J. Dias, H. Silva, P. Crill, and R. de Oliveira. 2005. Soil-atmosphere exchange of nitrous oxide, nitric oxide, methane, and carbon dioxide in logged and undisturbed forest in the Tapajos National Forest, Brazil. EARTH INTERACTIONS 9.",Denitrification,field flux,1,-3.04,-54.95,*semi-deciduous broadleaf tropical forests,EBF,1905.771362,26.4200592,1022.971436,41,283,253,247.8152924,-1.281694651,6.956822395,1.233100057,576.25,2709,154.5,26,2.185319424,64.62734222,2.825049162,2.723903418
118,"Luo, G., R. Kiese, B. Wolf, and K. Butterbach-Bahl. 2013. Effects of soil temperature and moisture on methane uptake and nitrous oxide emissions across three different ecosystem types. BIOGEOSCIENCES 10:3205–3219.",Denitrification,field flux,1,-17.27,145.9,evergreen broadleaf tropical forest,EBF,3844.195313,23.07500076,1355.890503,50,812,383,469.621521,-1.451698899,7.185005665,2.107800007,104.4300003,2336,63.5,51,5.029825211,73.22104645,,
119,"Fang, Y., P. Gundersen, W. Zhang, G. Zhou, J. Christiansen, J. Mo, S. Dong, and T. Zhang. 2009. Soil-atmosphere exchange of N2O, CO2 and CH4 along a slope of an evergreen broad-leaved forest in southern China. PLANT AND SOIL 319:37–48.",Denitrification,field flux,2,23.166667,112.55,evergreen broadleaf tropical forest,EBF,1743.009521,22.49127007,1039.523804,48,416,401,568.663208,-0.953837276,5.60710001,1.238199949,,600,110,142.5,11.98076534,66.17430878,4.595430374,5.257109165
120,"CARDENAS, L., A. RONDON, C. JOHANSSON, and E. SANHUEZA. 1993. EFFECTS OF SOIL-MOISTURE, TEMPERATURE, AND INORGANIC NITROGEN ON NITRIC-OXIDE EMISSIONS FROM ACIDIC TROPICAL SAVANNA SOILS. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 98:14783–14790.",Denitrification,field flux,1,8.88,-67.32,"""grassland savanna""",Grassland,1296.276245,28.51446533,1121.080933,60,152,173,472.5464783,-0.959789634,4.109452248,0.466100007,2029.459961,8957,92.5,9,0.868929744,86.73364258,3.30444169,1.993729949
121,"Neill, C., M. Piccolo, C. Cerri, P. Steudler, and J. Melillo. 2006. Soil solution nitrogen losses during clearing of lowland Amazon forest for pasture. PLANT AND SOIL 281:233–245.",Denitrification,field flux,1,-10.22,-62.32,"""open tropical forest""",Savannas,2119.204834,25.3183136,957.3905029,49,247,237,270.6006165,-0.780113339,4.83325386,0.901600003,619.5499878,1947,160,22,1.586547136,71.46885681,13.84524727,8.724762917
122,"Muller, A., A. Matson, M. Corre, and E. Veldkamp. 2015. Soil N2O fluxes along an elevation gradient of tropical montane forests under experimental nitrogen and phosphorus addition. FRONTIERS IN EARTH SCIENCE 3.",Denitrification,field flux,3,-4.12,-78.97,evergreen broadleaf tropical forest,EBF,1356.109497,20.11813354,962.2095337,53,1133,602,609.9661255,-0.733048797,5.50903511,2.032700062,1704.859985,1038,1145.5,286.5,25.64168549,31.35422134,,
123,"GRIFFITHS, R., B. CALDWELL, and P. SOLLINS. 1993. EFFECTS OF VEGETATION REGIME ON DENITRIFICATION POTENTIAL IN 2 TROPICAL VOLCANIC SOILS. BIOLOGY AND FERTILITY OF SOILS 16:157–162.",Denitrification,lab flux,1,10.43,-83.98,"""mix of grass, shrubs, and scattered trees""",Savannas,3577.771484,26.52605057,1420.204712,50,479,600,804.5393066,-0.895240128,7.323888779,0.70630002,231.3200073,3608,43,16.5,1.263657689,38.50356293,,
124,"Stefaner, K., S. Ghosh, M. Yusof, H. Ibrahim, E. Leitgeb, A. Schindlbacher, and B. Kitzler. 2021. Soil greenhouse gas fluxes from a humid tropical forest and differently managed urban parkland in Singapore. SCIENCE OF THE TOTAL ENVIRONMENT 786.",Denitrification,field flux,1,1.35,103.81,evergreen broadleaf tropical forest,EBF,2455.333252,27.56623077,1244.923828,48,848,273,,-0.862262785,5.428195477,0.827499986,1664.079956,1447,54.5,22.5,1.517283082,21.65485954,,
125,"LEROUX, X., L. ABBADIE, R. LENSI, and D. SERCA. 1995. EMISSION OF NITROGEN MONOXIDE FROM AFRICAN TROPICAL ECOSYSTEMS - CONTROL OF EMISSION BY SOIL CHARACTERISTICS IN HUMID AND DRY SAVANNAS OF WEST-AFRICA. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 100:23133–23142.",Denitrification,lab flux,1,13.08,3,"""dry fallow savannah",Grassland,552.5428467,29.63545609,509.2666626,58,45,54,304.8571777,0.09500739,0.692647755,0.0043,1301,9316,245,3.5,0.312387675,136.2058411,2.48857522,2.358861685
125,"LEROUX, X., L. ABBADIE, R. LENSI, and D. SERCA. 1995. EMISSION OF NITROGEN MONOXIDE FROM AFRICAN TROPICAL ECOSYSTEMS - CONTROL OF EMISSION BY SOIL CHARACTERISTICS IN HUMID AND DRY SAVANNAS OF WEST-AFRICA. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 100:23133–23142.",Denitrification,lab flux,1,6.22,-5.03,"""forest""",Savannas,1202.238159,27.24561691,1051.671387,62,358,247,353.8822937,-0.746204794,5.150640488,1.178500056,1175.77002,12877,82.5,27,2.193061352,55.44247818,,
125,"LEROUX, X., L. ABBADIE, R. LENSI, and D. SERCA. 1995. EMISSION OF NITROGEN MONOXIDE FROM AFRICAN TROPICAL ECOSYSTEMS - CONTROL OF EMISSION BY SOIL CHARACTERISTICS IN HUMID AND DRY SAVANNAS OF WEST-AFRICA. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 100:23133–23142.",Denitrification,lab flux,1,6.22,-5.03,"""savannah""*",Savannas,1202.238159,27.24561691,1051.671387,62,358,247,353.8822937,-0.746204794,5.150640488,1.178500056,1175.77002,12877,82.5,27,2.193061352,55.44247818,,
126,"Varella, R., M. Bustamante, A. Pinto, K. Kisselle, R. Santos, R. Burke, R. Zepp, and L. Viana. 2004. Soil fluxes of CO2, CO, NO, And N2O from an old pasture and from native Savanna in Brazil. ECOLOGICAL APPLICATIONS 14:S221–S231.",Denitrification,field flux,1,-15.93,-47.85,"""tropical native cerrado areas""",Savannas,1475.528564,20.96635056,878.3428345,51,250,162,413.9776306,-0.749696732,2.978783369,1.031100035,1318.650024,4536,1160.5,6.5,0.572941184,78.92298126,15.02650928,8.596644402
127,"KELLER, M., W. KAPLAN, S. WOFSY, and J. DACOSTA. 1988. EMISSIONS OF N2O FROM TROPICAL FOREST SOILS - RESPONSE TO FERTILIZATION WITH NH4+, NO3-, AND PO43-. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 93:1600–1604.",Denitrification,field flux,1,-2.96,-59.93,evergreen broadleaf tropical forest,EBF,2290.828613,27.29007912,1041.300049,41,290,224,392.77771,-1.392880082,6.530097008,0.952600002,287.1000061,1335,113,38.5,2.65566349,47.12429428,3.062308788,2.716034174
128,"KELLER, M., W. KAPLAN, and S. WOFSY. 1986. EMISSIONS OF N2O, CH4 AND CO2 FROM TROPICAL FOREST SOILS. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 91:1791–1802.",Denitrification,field flux,1,-2.96,-59.93,evergreen broadleaf tropical forest,EBF,2290.828613,27.29007912,1041.300049,41,290,224,392.77771,-1.392880082,6.530097008,0.952600002,287.1000061,1335,113,38.5,2.65566349,47.12429428,3.062308788,2.716034174
128,"KELLER, M., W. KAPLAN, and S. WOFSY. 1986. EMISSIONS OF N2O, CH4 AND CO2 FROM TROPICAL FOREST SOILS. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 91:1791–1802.",Denitrification,field flux,1,-1,-77.08,evergreen broadleaf tropical forest,EBF,3866.957275,24.50365067,927.1333008,47,980,498,372.2038879,-1.052913547,6.671682835,1.261299968,1704.859985,1420,364.5,69.5,6.392793655,19.26275063,1.916504979,1.729059815
128,"KELLER, M., W. KAPLAN, and S. WOFSY. 1986. EMISSIONS OF N2O, CH4 AND CO2 FROM TROPICAL FOREST SOILS. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 91:1791–1802.",Denitrification,field flux,4,18.32,-65.75,evergreen broadleaf tropical forest,EBF,2462.638184,22.64632988,1291.890503,50,591,549,469.2328796,-1.317179084,7.512785912,1.641800046,214.8999939,829,204,113.5,9.820226669,27.22226906,,
129,"Andersson, M., A. Kjoller, and S. Struwe. 2003. Soil emissions of nitrous oxide in fire-prone African savannas. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 108.",Denitrification,field flux,2,9.5,-1,"""wooded grassland""",Savannas,1052.004761,28.89619064,973.2999878,58,130,108,360.2080688,-0.138935551,1.758563519,0.240400001,1136.180054,11246,129,5,0.460827649,86.78985596,6.218504906,3.953705549
129,"Andersson, M., A. Kjoller, and S. Struwe. 2003. Soil emissions of nitrous oxide in fire-prone African savannas. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 108.",Denitrification,field flux,1,9.47,-1.15,"""dry forest""",DBF,1056.685669,28.84674644,982.9047852,60,132,118,340.9908447,-0.261796415,2.055646896,0.247899994,1136.180054,11408,148.5,8,0.790964603,85.66358948,6.218504906,3.953705549
129,"Andersson, M., A. Kjoller, and S. Struwe. 2003. Soil emissions of nitrous oxide in fire-prone African savannas. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 108.",Denitrification,field flux,1,9.27,-1.85,"""open woodland""",Savannas,1018.171448,28.45069504,954.147644,62,204,140,307.9408875,-0.561184406,3.318968534,0.279900014,1136.180054,7692,175,9,0.704645395,81.32904053,6.218504906,3.953705549
129,"Andersson, M., A. Kjoller, and S. Struwe. 2003. Soil emissions of nitrous oxide in fire-prone African savannas. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 108.",Denitrification,field flux,1,9.63,0.98,"""wooded grassland""",Savannas,1248.738037,27.69684601,1033.785767,61,199,156,332.6374817,-0.558946192,3.311996937,0.355800003,1301,9321,236.5,17.5,1.701559067,89.29981232,7.814969063,4.436476707
129,"Andersson, M., A. Kjoller, and S. Struwe. 2003. Soil emissions of nitrous oxide in fire-prone African savannas. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 108.",Denitrification,field flux,1,8.28,34.47,"""wooded grassland""",Savannas,1022.447632,28.34521866,961.6238403,61,302,244,494.7965088,-0.695605993,3.706486225,0.482800007,1384.719971,7553,467.5,12,1.069015384,84.68901062,3.413742065,2.158395052
129,"Andersson, M., A. Kjoller, and S. Struwe. 2003. Soil emissions of nitrous oxide in fire-prone African savannas. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 108.",Denitrification,field flux,1,8.13,34.57,"""dry forest""",Savannas,1087.204712,27.82650757,1013.119019,61,297,247,441.2121277,-0.790316939,3.925445795,0.512499988,1384.719971,6551,538,15,1.208365917,79.96865845,3.413742065,2.158395052
129,"Andersson, M., A. Kjoller, and S. Struwe. 2003. Soil emissions of nitrous oxide in fire-prone African savannas. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 108.",Denitrification,field flux,1,8.17,34.58,"""woodland""",Savannas,1080.880981,28.02622986,1006.37146,61,266,228,441.2121277,-0.699267805,3.702570915,0.518899977,1384.719971,4935,535,17,1.498475552,80.77972412,3.413742065,2.158395052
129,"Andersson, M., A. Kjoller, and S. Struwe. 2003. Soil emissions of nitrous oxide in fire-prone African savannas. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 108.",Denitrification,field flux,1,8.2,34.95,"""open woodland""",Savannas,1207.814331,26.32809448,1037.214233,61,406,359,441.2121277,-0.80914557,3.941723824,0.895900011,1384.719971,4754,646.5,173.5,14.45328617,77.55950165,7.372197151,5.160294533
130,"Pinto, A., M. Bustamante, K. Kisselle, R. Burke, R. Zepp, L. Viana, R. Varella, and M. Molina. 2002. Soil emissions of N2O, NO, and CO2 in Brazilian Savannas: Effects of vegetation type, seasonality, and prescribed fires. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 107.",Denitrification,field flux,1,-15.93,-47.85,"""campo sujo (open, grass dominated)""",Grassland,1475.528564,20.96635056,878.3428345,51,250,162,413.9776306,-0.749696732,2.978783369,1.031100035,1318.650024,4536,1160.5,6.5,0.572941184,78.92298126,15.02650928,8.596644402
130,"Pinto, A., M. Bustamante, K. Kisselle, R. Burke, R. Zepp, L. Viana, R. Varella, and M. Molina. 2002. Soil emissions of N2O, NO, and CO2 in Brazilian Savannas: Effects of vegetation type, seasonality, and prescribed fires. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 107.",Denitrification,field flux,1,-15.93,-47.85,"""cerrado stricto sensu (ss; 20–50% canopy cover)""",Savannas,1475.528564,20.96635056,878.3428345,51,250,162,413.9776306,-0.749696732,2.978783369,1.031100035,1318.650024,4536,1160.5,6.5,0.572941184,78.92298126,15.02650928,8.596644402
131,"KELLER, M., and W. REINERS. 1994. SOIL ATMOSPHERE EXCHANGE OF NITROUS-OXIDE, NITRIC-OXIDE, AND METHANE UNDER SECONDARY SUCCESSION OF PASTURE TO FOREST IN THE ATLANTIC LOWLANDS OF COSTA-RICA. GLOBAL BIOGEOCHEMICAL CYCLES 8:399–409.",Denitrification,field flux,1,10.43,-84,evergreen broadleaf tropical forest,EBF,3560.090576,26.46051598,1409.833374,50,441,594,878.6196899,-0.930319846,6.979044437,1.37349999,231.3200073,2512,50,15,1.231472015,38.5550766,,
131,"KELLER, M., and W. REINERS. 1994. SOIL ATMOSPHERE EXCHANGE OF NITROUS-OXIDE, NITRIC-OXIDE, AND METHANE UNDER SECONDARY SUCCESSION OF PASTURE TO FOREST IN THE ATLANTIC LOWLANDS OF COSTA-RICA. GLOBAL BIOGEOCHEMICAL CYCLES 8:399–409.",Denitrification,field flux,1,10.43,-84,evergreen broadleaf tropical forest,EBF,3560.090576,26.46051598,1409.833374,50,441,594,878.6196899,-0.930319846,6.979044437,1.37349999,231.3200073,2512,50,15,1.231472015,38.5550766,,
131,"KELLER, M., and W. REINERS. 1994. SOIL ATMOSPHERE EXCHANGE OF NITROUS-OXIDE, NITRIC-OXIDE, AND METHANE UNDER SECONDARY SUCCESSION OF PASTURE TO FOREST IN THE ATLANTIC LOWLANDS OF COSTA-RICA. GLOBAL BIOGEOCHEMICAL CYCLES 8:399–409.",Denitrification,field flux,1,10.43,-84,grassland tropical C4,Grassland,3560.090576,26.46051598,1409.833374,50,441,594,878.6196899,-0.930319846,6.979044437,1.37349999,231.3200073,2512,50,15,1.231472015,38.5550766,,
132,"Delon, C., C. Galy-Lacaux, D. Serca, B. Loubet, N. Camara, E. Gardrat, I. Saneh, R. Fensholt, T. Tagesson, V. Le Dantec, B. Sambou, C. Diop, and E. Mougin. 2017. Soil and vegetation-atmosphere exchange of NO, NH3, and N2O from field measurements in a semi arid grazed ecosystem in Senegal. ATMOSPHERIC ENVIRONMENT 156:36–51.",Denitrification,field flux,1,15.4,-15.43,grassland tropical C4,Grassland,455.5762024,28.72745895,423.7238159,64,62,63,276.2307739,-0.005026465,1.060503721,0.0049,143.2100067,14062,48.5,4.5,0.2187583,147.3557434,0.77317822,0.920392275
133,"SANHUEZA, E., L. CARDENAS, L. DONOSO, and M. SANTANA. 1994. EFFECT OF PLOWING ON CO2, CO, CH4, N2O, AND NO FLUXES FROM TROPICAL SAVANNA SOILS. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 99:16429–16434.",Denitrification,field flux,1,8.88,-67.32,"""savannah""",Savannas,1296.276245,28.51446533,1121.080933,60,152,173,472.5464783,-0.959789634,4.109452248,0.466100007,2029.459961,8957,92.5,9,0.868929744,86.73364258,3.30444169,1.993729949
