OBJECTID,study_id,site_id,number_sites,latitude_decimal,longitude_decimal,biome_IGBP,Gridded_IGBP,Biome,Biome_rough,Extracted_IGBP_Biome,forest_type,mat_c,map_mm,elevation_asl_m,data_type,pub_year,ref,collected_by,notes,Field16,Biome_decription_from_paper,Extracted_USDA_soil_taxonomy_suborders,Extracted_Terraclimate_ppt_2000_2020,Extracted_Terraclimate_mat_2000_2020,Extracted_Terraclimate_aet_2000_2020,Extracted_SoilGrids_pH,Extracted_SoilGrids_organiccarbon,Extracted_SoilGrids_nitrogen,Extracted_soil_total_phosphorus,Extracted_FluxCom_NEE_2001_2015,Extracted_FluxCom_GPP_2001_2015,Extracted_NPP_MODIS,Extracted_IGBP_Biome,N_Dep1,DtB1,Elevation,Roughness,Slope,Extracted_Seasonality,ExtractBNF1,ExtractNloss1
407,246,246.2,1,10.33,-66.92,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,ND,ND,ND,1700,field flux,1988,"Johansson, C., Rodhe, H., & Sanhueza, E. (1988). Emission of NO in a tropical savanna and a cloud forest during the dry season. Journal of Geophysical Research: Atmospheres, 93(D6), 7180–7192.",SL,,,"""tropical rain forest"" / ""evergreen vegetation""",62,1161.533325,21.94410706,1005.838074,60,409,387,464.5069275,-1.382028103,5.323102951,1.779800057,2,1743.349976,1221,1070.5,169,16.04218483,55.73932648,,
397,241,241.2,1,0.38,34.97,evergreen broadleaf tropical forests,Savannas,EBF,EBF,9,primary,17.5,1662,1500-1701,field flux,2007,"Werner, C., R. Kiese, and K. Butterbach-Bahl. 2007. Soil-atmosphere exchange of N2O, CH4, and CO2 and controlling environmental factors for tropical rain forest sites in western Kenya. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 112.",CF,,,evergreen broadleaf tropical forests,34,1531.023804,18.43758011,1099.476196,57,489,414,581.5765381,-1.251644611,5.176972866,1.807399988,9,1641.449951,6212,2029.5,45.5,4.048943043,43.8052597,,
180,107,107.1,1,-4,-79.08,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,15,2315,1950,inferred,2011,"Schwarz, M., Y. Oelmann, and W. Wilcke. 2011. Stable N isotope composition of nitrate reflects N transformations during the passage of water through a montane rain forest in Ecuador. BIOGEOCHEMISTRY 102:195–208.",CF,,,*evergreen broadleaf tropical forests,99,1226.252319,15.72448444,849.666687,54,1426,836,592.7387085,-0.584610283,4.594629288,1.835800052,2,85.73000336,46,2287,171.5,13.23484802,18.02890778,,
91,59,59.2,2,-13.05,-71.54,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,17.2,26.31,1200-2200,field flux,2017,"Diem, T., N. Morley, A. Quispe, L. Quispe, E. Baggs, P. Meir, M. Richards, P. Smith, and Y. Teh. 2017. Complex controls on nitrous oxide flux across a large-elevation gradient in the tropical Peruvian Andes. BIOGEOSCIENCES 14:5077–5097.",FS,Lower montane forest,,Lower montane forest,34,1963.390503,19.76009941,996.1428833,51,774,546,674.6494141,-1.089112401,5.894331932,1.902400017,2,658.960022,2055,1511,232,20.41527557,46.75115585,2.593607903,1.378372192
355,217,217.2,2,-13.05,-71.54,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,,18.8,2631,1200-2200,lab flux (N15 tracer),2014,"Teh, Y., T. Diem, S. Jones, L. Quispe, E. Baggs, N. Morley, M. Richards, P. Smith, and P. Meir. 2014. Methane and nitrous oxide fluxes across an elevation gradient in the tropical Peruvian Andes. BIOGEOSCIENCES 11:2325–2339.",CF,,,"""lower montane forest""",34,1963.390503,19.76009941,996.1428833,51,774,546,674.6494141,-1.089112401,5.894331932,1.902400017,2,658.960022,2055,1511,232,20.41527557,46.75115585,2.593607903,1.378372192
357,218,218.1,1,-2.31,28.75,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,ND,ND,ND,2050,field flux,2022,"Barthel, M., M. Bauters, S. Baumgartner, T. Drake, N. Bey, G. Bush, P. Boeckx, C. Botefa, N. Deriaz, G. Ekamba, N. Gallarotti, F. Mbayu, J. Mugula, I. Makelele, C. Mbongo, J. Mohn, J. Mandea, D. Mpambi, L. Ntaboba, M. Rukeza, R. Spencer, L. Summerauer, B. Vanlauwe, K. Van Oost, B. Wolf, and J. Six. 2022. Low N2O and variable CH4 fluxes from tropical forest soils of the Congo Basin. NATURE COMMUNICATIONS 13.",CF,,,"""montane forest""",26,1860.185669,15.70259953,927.4238281,51,882,479,771.3283081,-1.788017869,6.241781235,1.910599947,2,880.4799805,2108,2142.5,81,7.423041344,45.91955185,4.001026154,3.741886377
182,108,108.3,3,-2.28,29.3,evergreen broadleaf tropical forest,Savannas,EBF,EBF,9,ND,17,1660,2600,lab flux,2012,"Ghehi, N., C. Werner, L. Ntaboba, J. Muhinda, E. Van Ranst, K. Butterbach-Bahl, R. Kiese, and P. Boeckx. 2012. Spatial variations of nitrogen trace gas emissions from tropical mountain forests in Nyungwe, Rwanda. BIOGEOSCIENCES 9:1451–1463.",CF,* all coordinates estimated from coordinate map within given range,,*deciduous broadleaf tropical forests,99,1537.166626,16.78033829,936.3619385,49,716,462,585.907959,-0.969881237,4.845282078,1.930899978,9,880.4799805,3165,2318,182.5,15.76479721,48.34291077,9.50711441,8.671442986
351,214,214.2,1,-2.31,28.76,evergreen broadleaf tropical forest,Woody Savannas,EBF,EBF,8,ND,20,1500-2000,2126,field flux,2021,"Gallarotti, N., M. Barthel, E. Verhoeven, E. Pereira, M. Bauters, S. Baumgartner, T. Drake, P. Boeckx, J. Mohn, M. Longepierre, J. Mugula, I. Makelele, L. Ntaboba, and J. Six. 2021. In-depth analysis of N2O fluxes in tropical forest soils of the Congo Basin combining isotope and functional gene analysis. ISME JOURNAL 15:3357–3374.",JVO,Kahuzi-Biega,,"""mixed montane forest""",26,1786.423828,17.82125092,993.0238037,51,880,483,771.3283081,-1.788017869,6.241781235,1.94659996,8,880.4799805,3048,2055.5,82.5,7.879296303,44.74320221,4.001026154,3.741886377
277,173,173.1,1,-20.49,-41.73,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,ND,19-22,1000-1500,800,field flux,2022,"Mombrini, L., W. de Mello, R. Ribeiro, C. Silva, and C. Silveira. 2022. Physical and hydric factors regulating nitrous oxide and methane fluxes in mountainous Atlantic forest soils in southeastern Brazil. JOURNAL OF SOUTH AMERICAN EARTH SCIENCES 116.",CF,"*""Ombrophilous Dense Forest""",,evergreen broadleaf tropical forest,85,1292.161865,17.43928528,899.1142578,50,611,548,505.0527954,-0.628102005,4.419007778,1.98969996,2,2263.199951,1677,1118.5,170,14.40189743,65.28361511,,
340,208,208.2,1,0.030337,-78.866498,evergreen broadleaf tropical forest,Woody Savannas,EBF,EBF,8,Primary,ND,ND,1100,field flux,2021,"Pineda, P., M. Bauters, H. Verbeeck, S. Baez, M. Barthel, S. Bod, and P. Boeckx. 2021. Ideas and perspectives: patterns of soil CO2, CH4, and N2O fluxes along an altitudinal gradient - a pilot study from an Ecuadorian neotropical montane forest. BIOGEOSCIENCES 18:413â€“421.",SL,Coordinates determined from google search,,,26,2898.042969,20.34283829,854.5,50,667,519,629.6160278,-0.791559994,5.766597748,1.997200012,8,912.3300171,1597,1154.5,35.5,2.594736099,62.94168091,,
419,252,252.5,1,21.11,-156.87,evergreen broadleaf tropical forests,Deciduous Broadleaf Forests,DBF,DBF,4,,16,2500,1210,field flux,1995,"Crews, T. E., Kitayama, K., Fownes, J. H., Riley, R. H., Herbert, D. A., Mueller-Dombois, D., & Vitousek, P. M. (1995). Changes in Soil Phosphorus Fractions and Ecosystem Dynamics across a Long Chronosequence in Hawaii. Ecology, 76(5), 1407–1424.",SL,*coordinates determined using google search of site,,Nature conservancy kamakou preserve / montane rainforest,26,2522.17627,19.8608532,1135.56665,51,993,685,,-0.829470694,5.9070158,2.018399954,4,57.52999878,3923,971,427,33.76456833,45.49670029,,
199,122,122.1,3,-4.12,-78.97,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,19.4,2230,1000,field flux,2015,"Muller, A., A. Matson, M. Corre, and E. Veldkamp. 2015. Soil N2O fluxes along an elevation gradient of tropical montane forests under experimental nitrogen and phosphorus addition. FRONTIERS IN EARTH SCIENCE 3.",CF,,,"""premontane""",34,1356.109497,20.11813354,962.2095337,53,1133,602,609.9661255,-0.733048797,5.50903511,2.032700062,2,1704.859985,1038,1145.5,286.5,25.64168549,31.35422134,,
258,164,164.1,3,-4.12,-78.97,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,19.4,2230,1000,field flux,2013,"Martinson, G., M. Corre, and E. Veldkamp. 2013. Responses of nitrous oxide fluxes and soil nitrogen cycling to nutrient additions in montane forests along an elevation gradient in southern Ecuador. BIOGEOCHEMISTRY 112:625–636.",CF,,,"""premontane rain forest""",34,1356.109497,20.11813354,962.2095337,53,1133,602,609.9661255,-0.733048797,5.50903511,2.032700062,2,1704.859985,1038,1145.5,286.5,25.64168549,31.35422134,,
308,188,188.5,1,-18,146.04,wetland,Grasslands,Permanent Wetlands,Permanent Wetlands,10,,22-38,2087,ND,lab flux (isotope pairing),2019,"Adame, M., H. Franklin, N. Waltham, S. Rodriguez, E. Kavehei, M. Turschwell, S. Balcombe, P. Kaniewska, M. Burford, and M. Ronan. 2019. Nitrogen removal by tropical floodplain wetlands through denitrification. MARINE AND FRESHWATER RESEARCH 70:1513–1521.",CF,,,forested wetlands,32,2468.347656,24.26166534,1387.733398,52,454,259,,,,2.040299892,10,184.5399933,3322,5.5,2.5,0.195663556,66.77993774,,
130,79,79.1,3,-4.1,-78.97,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,ND,19.4,2230,990-1200,field flux,2011,"Wolf, K., E. Veldkamp, J. Homeier, and G. Martinson. 2011. Nitrogen availability links forest productivity, soil nitrous oxide and nitric oxide fluxes of a tropical montane forest in southern Ecuador. GLOBAL BIOGEOCHEMICAL CYCLES 25.",CF,,,“premontane rain forest”,62,1356.109497,20.11813354,962.2095337,55,1027,657,609.9661255,-0.733048797,5.50903511,2.055700064,2,1704.859985,1337,1524.5,337.5,29.81136703,39.34651566,,
307,188,188.4,1,-18.22,146,wetland,Evergreen Broadleaf Forests,Permanent Wetlands,Permanent Wetlands,2,,22-37,2087,ND,lab flux (isotope pairing),2019,"Adame, M., H. Franklin, N. Waltham, S. Rodriguez, E. Kavehei, M. Turschwell, S. Balcombe, P. Kaniewska, M. Burford, and M. Ronan. 2019. Nitrogen removal by tropical floodplain wetlands through denitrification. MARINE AND FRESHWATER RESEARCH 70:1513–1521.",CF,,,forested wetlands,32,1525.761963,24.29841232,1144.5,55,365,140,425.132843,,,2.071899891,2,184.5399933,2444,12,7,0.504526079,85.75230408,,
88,57,57.1,1,-17.27,145.9,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,ND,24.3,4360,80,field flux,2004,"Butterbach-Bahl, K., M. Kock, G. Willibald, B. Hewett, S. Buhagiar, H. Papen, and R. Kiese. 2004. Temporal variations of fluxes of NO, NO2, N2O, CO2, and CH4 in a tropical rain forest ecosystem. GLOBAL BIOGEOCHEMICAL CYCLES 18.",JVO,,,"""lowland rain forest""",34,3844.195313,23.07500076,1355.890503,50,812,383,469.621521,-1.451698899,7.185005665,2.107800007,2,104.4300003,2336,63.5,51,5.029825211,73.22104645,,
142,85,85.2,1,-17.27,145.9,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,ND,24.3,4395,80,field flux,2002,"Kiese, R., and K. Butterbach-Bahl. 2002. N2O and CO2 emissions from three different tropical forest sites in the wet tropics of Queensland, Australia. SOIL BIOLOGY & BIOCHEMISTRY 34:975–987.",CF,,,complex mesophyll vine forest,34,3844.195313,23.07500076,1355.890503,50,812,383,469.621521,-1.451698899,7.185005665,2.107800007,2,104.4300003,2336,63.5,51,5.029825211,73.22104645,,
152,90,90.1,1,-17.27,145.9,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,ND,24.3,4395,80,inferred*,2002,"Kiese, R., H. Papen, E. Zumbusch, and K. Butterbach-Bahl. 2002. Nitrification activity in tropical rain forest soils of the Coastal Lowlands and Atherton Tablelands, Queensland, Australia. JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE 165:682–685.",CF,*coordinates from previous papers at the same site,,complex mesophyll vine forest,34,3844.195313,23.07500076,1355.890503,50,812,383,469.621521,-1.451698899,7.185005665,2.107800007,2,104.4300003,2336,63.5,51,5.029825211,73.22104645,,
195,118,118.1,1,-17.27,145.9,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,ND,23.8,2678,80,field flux,2013,"Luo, G., R. Kiese, B. Wolf, and K. Butterbach-Bahl. 2013. Effects of soil temperature and moisture on methane uptake and nitrous oxide emissions across three different ecosystem types. BIOGEOSCIENCES 10:3205–3219.",JVO,,,evergreen broadleaf tropical forest,34,3844.195313,23.07500076,1355.890503,50,812,383,469.621521,-1.451698899,7.185005665,2.107800007,2,104.4300003,2336,63.5,51,5.029825211,73.22104645,,
240,148,148.1,1,-17.27,145.9,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,ND,24.3,4360,80,field flux,2003,"Kiese, R., B. Hewett, A. Graham, and K. Butterbach-Bahl. 2003. Seasonal variability of N2O emissions and CH4 uptake by tropical rainforest soils of Queensland, Australia. GLOBAL BIOGEOCHEMICAL CYCLES 17.",CF,,,*semi-deciduous broadleaf forest,34,3844.195313,23.07500076,1355.890503,50,812,383,469.621521,-1.451698899,7.185005665,2.107800007,2,104.4300003,2336,63.5,51,5.029825211,73.22104645,,
141,85,85.1,1,-17.28,145.63,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,ND,20.9,1594,790,field flux,2002,"Kiese, R., and K. Butterbach-Bahl. 2002. N2O and CO2 emissions from three different tropical forest sites in the wet tropics of Queensland, Australia. SOIL BIOLOGY & BIOCHEMISTRY 34:975–987.",CF,,,complex notophyll vine forest,32,2221.74292,21.11507797,1218.109497,55,361,258,469.621521,-1.208868504,5.282855988,2.127300024,2,104.4300003,1006,763.5,39,2.946850061,89.32117462,,
147,87,87.1,2,-17.28,145.63,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,ND,20.9,1594,790,field flux,2000,"Breuer, L., H. Papen, and K. Butterbach-Bahl. 2000. N2O emission from tropical forest soils of Australia. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 105:26353–26367.",CF,,,complex notophyll vine forest,32,2221.74292,21.11507797,1218.109497,55,361,258,469.621521,-1.208868504,5.282855988,2.127300024,2,104.4300003,1006,763.5,39,2.946850061,89.32117462,,
153,90,90.2,1,-17.28,145.63,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,ND,20.9,1595,790,inferred*,2002,"Kiese, R., H. Papen, E. Zumbusch, and K. Butterbach-Bahl. 2002. Nitrification activity in tropical rain forest soils of the Coastal Lowlands and Atherton Tablelands, Queensland, Australia. JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE 165:682–685.",CF,*coordinates from previous papers at the same site,,evergreen broadleaf tropical forests,32,2221.74292,21.11507797,1218.109497,55,361,258,469.621521,-1.208868504,5.282855988,2.127300024,2,104.4300003,1006,763.5,39,2.946850061,89.32117462,,
172,103,103.1,2,-17.28,145.63,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,ND,20.9,1594,790,lab flux,2002,"Breuer, L., R. Kiese, and K. Butterbach-Bahl. 2002. Temperature and moisture effects on nitrification rates in tropical rain-forest soils. SOIL SCIENCE SOCIETY OF AMERICA JOURNAL 66:834–844.",CF,,,Complex notophyll vine forest,32,2221.74292,21.11507797,1218.109497,55,361,258,469.621521,-1.208868504,5.282855988,2.127300024,2,104.4300003,1006,763.5,39,2.946850061,89.32117462,,
363,220,220.1,2,-17.28,145.63,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,ND,20.9,1594,790,lab flux,2005,"Breuer, L., and K. Butterbach-Bahl. 2005. Local temperature optimum of N2O production rates in tropical rain forest soils of Australia. AUSTRALIAN JOURNAL OF SOIL RESEARCH 43:689–694.",CF,**all site data from Breuer 2000 as cited in this paper,,complex notophyll vine forest,32,2221.74292,21.11507797,1218.109497,55,361,258,469.621521,-1.208868504,5.282855988,2.127300024,2,104.4300003,1006,763.5,39,2.946850061,89.32117462,,
416,252,252.1,2,19.38,-155.2,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,,16,2500,1188,field flux,1995,"Crews, T. E., Kitayama, K., Fownes, J. H., Riley, R. H., Herbert, D. A., Mueller-Dombois, D., & Vitousek, P. M. (1995). Changes in Soil Phosphorus Fractions and Ecosystem Dynamics across a Long Chronosequence in Hawaii. Ecology, 76(5), 1407–1424.",SL,*coordinates determined using google search of site,,Hawaii Volcanoes national park / montane rainforest,26,2155.123779,17.95993996,1084.095215,51,885,581,,-0.700671792,3.848654032,2.159499884,2,57.52999878,2876,976.5,17,1.495223761,37.50236893,,
42,24,24.1,1,-21.36,55.74,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,ND,ND,4256,,field flux,2020,"Machacova, K., L. Borak, T. Agyei, T. Schindler, K. Soosaar, U. Mander, and C. Ah-Peng. 2021. Trees as net sinks for methane (CH4) and nitrous oxide (N2O) in the lowland tropical rain forest on volcanic Reunion Island. NEW PHYTOLOGIST 229:1983–1994.",CF,*tropical lowland rain forest characterized by endemic vegetation typical for the volcanic islands in the Mascarene Archipelago.,,*evergreen broadleaf tropical forests,34,1429.93335,21.3418045,992.9904785,52,445,376,575.2686768,,,2.165999889,2,119.5400009,1227,143,90,10.3144474,44.47137833,,
300,184,184.3,1,22.14,-159.64,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,Primary*,16,2500,1134,field flux,2003,"Hall, S., and P. Matson. 2003. Nutrient status of tropical rain forests influences soil N dynamics after N additions. ECOLOGICAL MONOGRAPHS 73:107–129.",CF,**coordinates found by googling the site,,evergreen broadleaf tropical forest,26,997.9476318,17.61688614,627.4714355,55,691,590,,-1.109730959,5.76067543,2.203799963,2,65.30000305,1205,1157,80,5.79349041,69.28031158,,
312,191,191.2,1,22.14,-159.64,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,16,2500,1200,field flux,1999,"Hall, S., and P. Matson. 1999. Nitrogen oxide emissions after nitrogen additions in tropical forests. NATURE 400:152–155.",CF,**coordinates not listed in paper but known national parks (googled to get coordinates),,evergreen broadleaf tropical forest,26,997.9476318,17.61688614,627.4714355,55,691,590,,-1.109730959,5.76067543,2.203799963,2,65.30000305,1205,1157,80,5.79349041,69.28031158,,
326,199,199.1,1,22.139443,-159.639329,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,ND,ND,2400,1134,field flux,2000,"Riley, R., and P. Vitousek. 2000. Hurricane effects on nitrogen trace gas emissions in Hawaiian montane rain forest. BIOTROPICA 32:751â€“756.",SL,Coordinates determined from google search of site,,,26,997.9476318,17.61688614,627.4714355,55,691,590,,-1.109730959,5.76067543,2.203799963,2,65.30000305,1241,1157,80,5.79349041,69.28031158,,
139,84,84.4,1,21.12,-156.9,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,15.9,2500,1267,lab flux,1996,"Riley, R. 1996. N-process-level regulation of nitrogen trace gas flux in Hawaiian montane rainforest. SOIL BIOLOGY & BIOCHEMISTRY 28:1251–1260.",CF,,,evergreen broadleaf tropical forests,26,1354.542847,18.76144791,839.647583,53,1109,711,,-0.829470694,5.9070158,2.207600117,2,57.52999878,3819,1216.5,59.5,5.571763039,61.60957718,,
293,181,181.4,1,21.116667,-156.9,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,15.9,2500,1267,lab flux,1995,"RILEY, R., and P. VITOUSEK. 1995. NUTRIENT DYNAMICS AND NITROGEN TRACE GAS FLUX DURING ECOSYSTEM DEVELOPMENT IN MONTANE RAIN-FOREST. ECOLOGY 76:292–304.",CF,,,evergreen broadleaf tropical forest,26,1354.542847,18.76144791,839.647583,53,1109,711,,-0.829470694,5.9070158,2.207600117,2,57.52999878,3793,1216.5,59.5,5.571763039,61.60957718,,
140,84,84.5,1,22.13,-159.62,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,16.1,2410,1134,lab flux,1996,"Riley, R. 1996. N-process-level regulation of nitrogen trace gas flux in Hawaiian montane rainforest. SOIL BIOLOGY & BIOCHEMISTRY 28:1251–1260.",CF,,,evergreen broadleaf tropical forests,34,1917.904785,16.33745956,823.6190186,55,652,621,,-1.109730959,5.76067543,2.219500065,2,65.30000305,4402,1071.5,49.5,3.511534929,64.83042145,,
294,181,181.5,1,22.13,-159.62,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,16.1,2410,1134,lab flux,1995,"RILEY, R., and P. VITOUSEK. 1995. NUTRIENT DYNAMICS AND NITROGEN TRACE GAS FLUX DURING ECOSYSTEM DEVELOPMENT IN MONTANE RAIN-FOREST. ECOLOGY 76:292–304.",CF,,,evergreen broadleaf tropical forest,34,1917.904785,16.33745956,823.6190186,55,652,621,,-1.109730959,5.76067543,2.219500065,2,65.30000305,4402,1071.5,49.5,3.511534929,64.83042145,,
417,252,252.3,2,19.92,-155.28,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,,16,2500,1170,field flux,1995,"Crews, T. E., Kitayama, K., Fownes, J. H., Riley, R. H., Herbert, D. A., Mueller-Dombois, D., & Vitousek, P. M. (1995). Changes in Soil Phosphorus Fractions and Ecosystem Dynamics across a Long Chronosequence in Hawaii. Ecology, 76(5), 1407–1424.",SL,*coordinates determined using google search of site,,Laupahoehoe forest reserve / montane rainforest,26,2007.37146,18.11380959,1071.314331,51,804,627,645.1414185,-1.076443911,6.871491909,2.27519989,2,57.52999878,2182,1180.5,72,6.119987488,34.97277451,,
291,181,181.2,2,19.55,-155.22,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,16.6,3800,1112,lab flux,1995,"RILEY, R., and P. VITOUSEK. 1995. NUTRIENT DYNAMICS AND NITROGEN TRACE GAS FLUX DURING ECOSYSTEM DEVELOPMENT IN MONTANE RAIN-FOREST. ECOLOGY 76:292–304.",CF,,,evergreen broadleaf tropical forest,26,2134.014404,17.17029762,1013.957153,51,693,631,645.1414185,-0.842762709,5.906686783,2.278300047,2,57.52999878,1368,1078.5,46.5,3.84224081,34.46915817,,
39,22,22.1,1,20.83,-156.28,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,ND,16,2200-4050,,field flux,2006,"Holtgrieve, G., P. Jewett, and P. Matson. 2006. Variations in soil N cycling and trace gas emissions in wet tropical forests. OECOLOGIA 146:584–594.",CF,*rainfall is largely aseasonal with precipitation spread evenly across the year and more than 100 mm in any month,,*evergreen broadleaf tropical forests,85,1516.990479,17.60869026,946.81427,57,531,552,998.2290649,-0.668400407,4.187894344,2.312400103,2,57.52999878,4598,862,84.5,7.946204662,53.42675018,,
418,252,252.4,1,20.17,-155.74,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,,16,2500,1122,field flux,1995,"Crews, T. E., Kitayama, K., Fownes, J. H., Riley, R. H., Herbert, D. A., Mueller-Dombois, D., & Vitousek, P. M. (1995). Changes in Soil Phosphorus Fractions and Ecosystem Dynamics across a Long Chronosequence in Hawaii. Ecology, 76(5), 1407–1424.",SL,*coordinates determined using google search of site,,Kohala forest reserve / montane rainforest,26,1611.218994,22.24218178,1089.752441,54,690,571,1069.520386,,,2.357700109,2,57.52999878,2340,348,255.5,20.53797531,31.2605114,,
138,84,84.3,1,20.05,-155.68,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,16.1,2540,1122,lab flux,1996,"Riley, R. 1996. N-process-level regulation of nitrogen trace gas flux in Hawaiian montane rainforest. SOIL BIOLOGY & BIOCHEMISTRY 28:1251–1260.",CF,,,evergreen broadleaf tropical forests,26,1923.361938,16.69184494,1029.123779,52,858,671,1069.520386,-0.08775755,2.499278545,2.36680007,2,57.52999878,1779,1089,78,6.438503742,45.97636032,,
292,181,181.3,1,20.05,-155.68,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,16.1,2540,1122,lab flux,1995,"RILEY, R., and P. VITOUSEK. 1995. NUTRIENT DYNAMICS AND NITROGEN TRACE GAS FLUX DURING ECOSYSTEM DEVELOPMENT IN MONTANE RAIN-FOREST. ECOLOGY 76:292–304.",CF,,,evergreen broadleaf tropical forest,26,1923.361938,16.69184494,1029.123779,52,858,671,1069.520386,-0.08775755,2.499278545,2.36680007,2,57.52999878,1779,1089,78,6.438503742,45.97636032,,
316,195,195.1,1,23.08,58.15,barren,Barren,Barren,Barren,16,,ND,86.2,ND,lab flux,2013,"Abed, R., P. Lam, D. de Beer, and P. Stief. 2013. High rates of denitrification and nitrous oxide emission in arid biological soil crusts from the Sultanate of Oman. ISME JOURNAL 7:1862–1875.",JVO,"*cyanobacteria and lichen crusts, rather than soils, were measured",,,99,117.0761948,26.78464127,110.6523819,81,90,102,506.1676941,,,,16,,2600,679.5,29,2.018764734,58.13475037,,
410,247,247.3,1,16.83,112.33,barren,Barren,Barren,Barren,16,ND,ND,ND,ND,field flux,2005,"Zhu RB, Sun LG, Zhao SP, Xie ZQ, Liu XD, Yin XB. Preliminary studies on nitrous oxide emissions from the ornithogenic soils on Xi-sha atoll, South China Sea. J Environ Sci (China). 2005;17(4):551-6",SL,"*located in forest, but area with no vegetation",,forest,,,,,,,,,,,,16,778.7199707,,0,3,0.1584391,,,
250,155,155.1,1,17.78,-65.87,deciduous broadleaf tropical forests,Water Bodies,DBF,DBF,17,ND,25,ND,ND,field flux,2002,"Erickson, H., E. Davidson, and M. Keller. 2002. Former land-use and tree species affect nitrogen oxide emissions from a tropical dry forest. OECOLOGIA 130:297–308.",JVO,,,"""Approximately one-third of the tree species within Guánica are deciduous or semi-deciduous, the remainder being broad-leaved evergreens""",,,,,,,,,,,,17,1266.780029,,0,0,0,,,
36,19,19.1,1,19.41,-155.28,evergreen broadleaf tropical forests,Barren,EBF,EBF,16,Primary,ND,1400-2600,,field flux,2007,"Hall, S., and G. Asner. 2007. Biological invasion alters regional nitrogen-oxide emissions from tropical rainforests. GLOBAL CHANGE BIOLOGY 13:2143–2160.",JVO,"*""not disturbed by human activity""",,ND,62,1840.857178,17.1871624,972.0952148,58,512,484,,,,,16,57.52999878,3157,1093.5,19,1.485996842,32.00551987,,
81,54,54.2,1,9.91,-83.68,**semi-deciduous rainforest,Urban and Built-up Lands,EBF,EBF,13,Secondary,22,2700,650,field flux,1987,"Matson, P., and P. Vitousek. 1987. CROSS-SYSTEM COMPARISONS OF SOIL NITROGEN TRANSFORMATIONS AND NITROUS OXIDE FLUX IN TROPICAL FOREST ECOSYSTEMS. GLOBAL BIOGEOCHEMICAL CYCLES 1:163–170.",CF,Turrialba costa rica ,,**semi-deciduous rainforest,26,3002.695313,22.53353119,1285.504761,54,624,588,823.5606689,-0.837709129,6.241993427,,13,231.3200073,3416,642.5,21.5,2.164368153,37.37676239,,
